<<<<<<<<<<

1. НУ      : Vпр = 120 км/ч , Hа = 200 м , САУ : стаб Углов, Vпр
   Задание : отработка САУ перехода по Hа : 200м --> 600м

Thu Apr 05 14:13:48 2018
  iSOK Time_SPNM     xrK     xrT    rddr    aShG    ShNV     Ha       V      Vpr      Vy     kur        gam        tng        psi        tet        alf      bet     snos       wx       wy       wz      ax1      ay1      az1      Pst         q       Gp      Tnv      Trv     fig         lag      SO HH:MM:SS:MS
   1807 1135.860   12.86   -6.89   14.14   28.09    8.18   208.16  105.66  104.57    4.60    3.40545    3.57091    0.29769    0.69447    9.01004   -8.871    2.131    0.014    1.993    0.502    0.642    0.454    7.806    0.505  741.433     52.7   9682.3   7873.9    299.3   42.7481179  39.9502528 0 00:18:55.860
   1808 1135.880   12.86   -6.89   14.14   28.09    8.18   208.25  105.67  104.58    4.56    3.41464    3.61064    0.31108    0.67723    8.93043   -8.781    2.158    0.014    1.978    0.496    0.633    0.456    7.819    0.509  741.425     52.7   9682.3   7885.3    300.8   42.7481231  39.9502527 0 00:18:55.880
   1809 1135.900   12.86   -6.89   14.14   28.09    8.18   208.34  105.68  104.59    4.52    3.42372    3.65008    0.32430    0.65985    8.85130   -8.692    2.184    0.014    1.963    0.491    0.624    0.459    7.831    0.513  741.417     52.8   9682.3   7896.6    302.3   42.7481284  39.9502526 0 00:18:55.900
   1810 1135.920   14.18   -3.92   14.57   27.26    7.98   208.43  105.69  104.60    4.48    3.43269    3.68921    0.33734    0.64234    8.77267   -8.604    2.211    0.014    1.946    0.485    0.615    0.453    7.635    0.495  741.409     52.8   9682.3   7700.4    298.1   42.7481336  39.9502525 0 00:18:55.920
   1811 1135.940   14.18   -3.92   14.57   27.26    7.98   208.52  105.70  104.61    4.43    3.44155    3.72800    0.35021    0.62528    8.68654   -8.508    2.237    0.014    1.931    0.479    0.607    0.444    7.648    0.510  741.401     52.8   9682.3   7712.3    294.2   42.7481388  39.9502525 0 00:18:55.940
   1812 1135.960   14.18   -3.92   14.57   27.26    7.98   208.60  105.71  104.61    4.39    3.45030    3.76650    0.36290    0.60785    8.60098   -8.414    2.265    0.014    1.915    0.474    0.598    0.446    7.662    0.514  741.393     52.8   9682.3   7724.8    295.7   42.7481440  39.9502524 0 00:18:55.960
   1813 1135.980   14.18   -3.92   14.57   27.26    7.99   208.69  105.72  104.62    4.35    3.45894    3.80467    0.37542    0.59030    8.51595   -8.320    2.292    0.014    1.899    0.468    0.589    0.449    7.675    0.518  741.386     52.8   9682.3   7737.1    297.2   42.7481492  39.9502523 0 00:18:55.980
   1814 1136.000   14.18   -3.92   14.57   27.26    7.99   208.78  105.73  104.63    4.31    3.46746    3.84251    0.38775    0.57261    8.43145   -8.227    2.319    0.014    1.882    0.462    0.580    0.452    7.689    0.522  741.378     52.8   9682.3   7749.5    298.6   42.7481545  39.9502522 0 00:18:56.000
   1815 1136.020   15.45   -1.11   14.99   26.44    7.79   208.86  105.73  104.64    4.26    3.47586    3.88002    0.39990    0.55480    8.34748   -8.134    2.347    0.014    1.864    0.455    0.571    0.444    7.483    0.502  741.371     52.8   9682.3   7543.2    294.7   42.7481597  39.9502522 0 00:18:56.020
   1816 1136.040   15.45   -1.11   14.99   26.44    7.79   208.95  105.74  104.64    4.22    3.48414    3.91716    0.41186    0.53750    8.25564   -8.034    2.374    0.014    1.847    0.449    0.562    0.435    7.497    0.516  741.363     52.8   9682.3   7555.9    290.9   42.7481649  39.9502521 0 00:18:56.040
   1817 1136.060   15.45   -1.11   14.99   26.44    7.80   209.03  105.75  104.65    4.17    3.49229    3.95397    0.42364    0.51987    8.16438   -7.934    2.403    0.014    1.830    0.442    0.553    0.438    7.511    0.520  741.356     52.8   9682.3   7569.3    292.4   42.7481702  39.9502521 0 00:18:56.060
   1818 1136.080   15.45   -1.11   14.99   26.44    7.80   209.11  105.75  104.66    4.13    3.50032    3.99042    0.43523    0.50210    8.07370   -7.836    2.431    0.014    1.812    0.436    0.543    0.440    7.526    0.523  741.348     52.8   9682.3   7582.4    293.9   42.7481754  39.9502520 0 00:18:56.080
   1819 1136.100   15.45   -1.11   14.99   26.44    7.81   209.20  105.76  104.66    4.08    3.50822    4.02651    0.44663    0.48422    7.98358   -7.738    2.459    0.014    1.794    0.429    0.534    0.443    7.540    0.527  741.341     52.8   9682.3   7595.6    295.4   42.7481806  39.9502519 0 00:18:56.100
   1820 1136.120   15.45   -1.11   14.99   26.44    7.81   209.28  105.77  104.67    4.03    3.51599    4.06223    0.45783    0.46622    7.89402   -7.641    2.487    0.014    1.775    0.422    0.524    0.446    7.554    0.530  741.334     52.8   9682.3   7608.5    296.8   42.7481859  39.9502519 0 00:18:56.120
   1821 1136.140   16.70    1.59   15.41   25.64    7.61   209.36  105.78  104.68    3.99    3.52362    4.09756    0.46884    0.44853    7.80088   -7.541    2.516    0.014    1.755    0.414    0.515    0.427    7.353    0.520  741.327     52.8   9682.3   7406.8    288.0   42.7481911  39.9502518 0 00:18:56.140
   1822 1136.160   16.70    1.59   15.41   25.64    7.62   209.44  105.78  104.68    3.94    3.53112    4.13250    0.47965    0.43074    7.70421   -7.437    2.544    0.014    1.736    0.407    0.505    0.429    7.368    0.524  741.320     52.8   9682.2   7420.9    289.5   42.7481963  39.9502518 0 00:18:56.160
   1823 1136.180   16.70    1.59   15.41   25.64    7.62   209.51  105.79  104.69    3.89    3.53847    4.16706    0.49026    0.41283    7.60815   -7.334    2.573    0.014    1.716    0.400    0.495    0.432    7.384    0.527  741.313     52.9   9682.2   7434.9    290.9   42.7482016  39.9502517 0 00:18:56.180
   1824 1136.200   16.70    1.59   15.41   25.64    7.63   209.59  105.80  104.69    3.84    3.54569    4.20123    0.50067    0.39480    7.51269   -7.232    2.602    0.014    1.696    0.392    0.486    0.434    7.399    0.530  741.306     52.9   9682.2   7448.8    292.4   42.7482068  39.9502517 0 00:18:56.200
   1825 1136.220   16.70    1.59   15.41   25.64    7.63   209.67  105.80  104.70    3.79    3.55276    4.23499    0.51088    0.37666    7.41782   -7.131    2.631    0.014    1.676    0.384    0.476    0.437    7.414    0.534  741.300     52.9   9682.2   7462.6    293.9   42.7482121  39.9502516 0 00:18:56.220
   1826 1136.240   17.94    4.17   15.82   24.86    7.44   209.74  105.81  104.71    3.75    3.55969    4.26835    0.52088    0.35840    7.32354   -7.030    2.660    0.014    1.654    0.376    0.465    0.428    7.219    0.513  741.293     52.9   9682.2   7267.1    290.7   42.7482173  39.9502516 0 00:18:56.240
   1827 1136.260   17.94    4.17   15.82   24.86    7.45   209.82  105.82  104.71    3.69    3.56646    4.30127    0.53068    0.34071    7.22179   -6.922    2.690    0.014    1.634    0.368    0.456    0.421    7.235    0.526  741.286     52.9   9682.2   7281.1    286.9   42.7482225  39.9502515 0 00:18:56.260
   1828 1136.280   17.94    4.17   15.82   24.86    7.45   209.89  105.82  104.72    3.64    3.57308    4.33377    0.54026    0.32270    7.12069   -6.815    2.719    0.014    1.613    0.360    0.446    0.423    7.251    0.529  741.280     52.9   9682.2   7295.8    288.4   42.7482278  39.9502515 0 00:18:56.280
   1829 1136.300   17.94    4.17   15.82   24.86    7.46   209.96  105.83  104.73    3.59    3.57955    4.36586    0.54964    0.30458    7.02021   -6.709    2.749    0.014    1.591    0.352    0.435    0.426    7.267    0.532  741.274     52.9   9682.2   7310.4    289.8   42.7482330  39.9502515 0 00:18:56.300
   1830 1136.320   17.94    4.17   15.82   24.86    7.46   210.03  105.84  104.73    3.54    3.58586    4.39751    0.55881    0.28636    6.92035   -6.604    2.778    0.014    1.569    0.343    0.425    0.428    7.283    0.535  741.267     52.9   9682.2   7324.9    291.2   42.7482383  39.9502514 0 00:18:56.320
   1831 1136.340   17.94    4.17   15.82   24.86    7.47   210.10  105.84  104.74    3.49    3.59202    4.42872    0.56776    0.26802    6.82112   -6.500    2.808    0.014    1.547    0.335    0.415    0.431    7.299    0.538  741.261     52.9   9682.2   7339.4    292.7   42.7482435  39.9502514 0 00:18:56.340
   1832 1136.360   19.14    6.63   16.21   24.11    7.28   210.17  105.85  104.75    3.44    3.59801    4.45947    0.57649    0.25002    6.71858   -6.392    2.837    0.014    1.523    0.326    0.404    0.413    7.110    0.527  741.255     52.9   9682.2   7149.9    284.7   42.7482488  39.9502514 0 00:18:56.360
   1833 1136.380   19.14    6.63   16.21   24.11    7.29   210.24  105.85  104.75    3.39    3.60384    4.48977    0.58500    0.23196    6.61276   -6.282    2.867    0.014    1.501    0.317    0.394    0.415    7.127    0.530  741.249     52.9   9682.2   7165.2    286.1   42.7482540  39.9502513 0 00:18:56.380
   1834 1136.400   19.14    6.63   16.21   24.11    7.29   210.31  105.86  104.76    3.33    3.60950    4.51962    0.59330    0.21379    6.50759   -6.172    2.897    0.014    1.478    0.308    0.383    0.418    7.144    0.533  741.243     52.9   9682.2   7180.4    287.5   42.7482593  39.9502513 0 00:18:56.400
   1835 1136.420   19.14    6.63   16.21   24.11    7.30   210.37  105.87  104.76    3.28    3.61500    4.54901    0.60137    0.19552    6.40308   -6.063    2.927    0.014    1.455    0.299    0.373    0.420    7.160    0.535  741.237     52.9   9682.2   7195.6    288.9   42.7482646  39.9502513 0 00:18:56.420
   1836 1136.440   19.14    6.63   16.21   24.11    7.30   210.44  105.88  104.77    3.23    3.62032    4.57793    0.60923    0.17715    6.29923   -5.955    2.957    0.014    1.431    0.290    0.362    0.423    7.177    0.538  741.232     52.9   9682.2   7210.7    290.3   42.7482698  39.9502513 0 00:18:56.440
   1837 1136.460   19.14    6.63   16.21   24.11    7.31   210.50  105.89  104.78    3.17    3.62548    4.60637    0.61685    0.15868    6.19603   -5.848    2.987    0.014    1.407    0.281    0.351    0.425    7.194    0.541  741.226     52.9   9682.2   7225.8    291.7   42.7482751  39.9502513 0 00:18:56.460
   1838 1136.480   20.32    8.98   16.59   23.40    7.14   210.56  105.89  104.79    3.12    3.63046    4.63432    0.62425    0.14056    6.08968   -5.738    3.017    0.014    1.382    0.271    0.340    0.407    7.012    0.529  741.220     53.0   9682.2   7044.0    284.1   42.7482803  39.9502512 0 00:18:56.480
   1839 1136.500   20.32    8.98   16.59   23.40    7.14   210.63  105.90  104.79    3.06    3.63526    4.66178    0.63141    0.12238    5.98020   -5.625    3.047    0.014    1.357    0.261    0.330    0.410    7.030    0.532  741.215     53.0   9682.2   7059.8    285.5   42.7482856  39.9502512 0 00:18:56.500
   1840 1136.520   20.32    8.98   16.59   23.40    7.15   210.69  105.91  104.80    3.01    3.63988    4.68875    0.63835    0.10411    5.87140   -5.513    3.077    0.014    1.333    0.251    0.319    0.412    7.047    0.534  741.210     53.0   9682.2   7075.5    286.8   42.7482909  39.9502512 0 00:18:56.520
   1841 1136.540   20.32    8.98   16.59   23.40    7.15   210.75  105.92  104.81    2.95    3.64432    4.71524    0.64506    0.08574    5.76329   -5.402    3.108    0.014    1.308    0.242    0.308    0.415    7.065    0.537  741.204     53.0   9682.2   7091.3    288.2   42.7482961  39.9502512 0 00:18:56.540
   1842 1136.560   20.32    8.98   16.59   23.40    7.16   210.80  105.92  104.82    2.90    3.64859    4.74122    0.65153    0.06728    5.65586   -5.292    3.138    0.014    1.282    0.232    0.297    0.417    7.082    0.539  741.199     53.0   9682.2   7106.9    289.5   42.7483014  39.9502512 0 00:18:56.560
   1843 1136.580   21.43   11.13   16.95   22.71    6.99   210.86  105.93  104.82    2.84    3.65266    4.76668    0.65777    0.04916    5.54541   -5.179    3.168    0.014    1.256    0.221    0.285    0.400    6.907    0.527  741.194     53.0   9682.2   6931.6    282.4   42.7483067  39.9502512 0 00:18:56.580
   1844 1136.600   21.43   11.13   16.95   22.71    7.00   210.92  105.94  104.83    2.79    3.65655    4.79163    0.66376    0.03101    5.43198   -5.063    3.198    0.014    1.231    0.211    0.274    0.402    6.926    0.529  741.189     53.0   9682.1   6948.5    283.7   42.7483119  39.9502512 0 00:18:56.600
   1845 1136.620   21.43   11.13   16.95   22.71    7.00   210.97  105.95  104.84    2.73    3.66024    4.81607    0.66953    0.01277    5.31928   -4.948    3.228    0.014    1.205    0.201    0.263    0.405    6.944    0.532  741.184     53.0   9682.1   6965.2    285.0   42.7483172  39.9502512 0 00:18:56.620
   1846 1136.640   21.43   11.13   16.95   22.71    7.01   211.03  105.96  104.85    2.67    3.66375    4.83999    0.67505  359.99444    5.20729   -4.834    3.258    0.014    1.179    0.190    0.252    0.407    6.962    0.534  741.180     53.0   9682.1   6981.5    286.3   42.7483225  39.9502512 0 00:18:56.640
   1847 1136.660   21.43   11.13   16.95   22.71    7.02   211.08  105.97  104.86    2.61    3.66707    4.86339    0.68033  359.97603    5.09601   -4.721    3.288    0.014    1.152    0.180    0.241    0.409    6.980    0.536  741.175     53.0   9682.1   6997.7    287.6   42.7483278  39.9502512 0 00:18:56.660
   1848 1136.680   22.48   13.12   17.27   22.05    6.86   211.13  105.98  104.87    2.56    3.67020    4.88625    0.68537  359.95753    4.98544   -4.609    3.318    0.014    1.124    0.169    0.229    0.398    6.804    0.514  741.170     53.0   9682.1   6820.7    285.2   42.7483330  39.9502512 0 00:18:56.680
   1849 1136.700   22.48   13.12   17.27   22.05    6.87   211.18  105.98  104.87    2.50    3.67312    4.90857    0.69016  359.93965    4.86810   -4.491    3.348    0.014    1.098    0.159    0.218    0.393    6.823    0.525  741.166     53.0   9682.1   6837.7    282.2   42.7483383  39.9502512 0 00:18:56.700
   1850 1136.720   22.48   13.12   17.27   22.05    6.87   211.23  105.99  104.88    2.44    3.67586    4.93035    0.69471  359.92153    4.75151   -4.373    3.378    0.014    1.071    0.148    0.206    0.395    6.840    0.527  741.162     53.0   9682.1   6853.0    283.4   42.7483436  39.9502512 0 00:18:56.720
   1851 1136.740   22.48   13.12   17.27   22.05    6.88   211.28  106.00  104.89    2.38    3.67841    4.95160    0.69901  359.90333    4.63557   -4.256    3.408    0.014    1.043    0.137    0.195    0.397    6.855    0.528  741.157     53.1   9682.1   6866.7    284.6   42.7483489  39.9502512 0 00:18:56.740
   1852 1136.760   22.48   13.12   17.27   22.05    6.89   211.32  106.01  104.90    2.32    3.68077    4.97230    0.70307  359.88506    4.52023   -4.140    3.438    0.014    1.016    0.127    0.183    0.398    6.870    0.530  741.153     53.1   9682.1   6880.3    285.7   42.7483542  39.9502513 0 00:18:56.760
   1853 1136.780   22.48   13.12   17.27   22.05    6.89   211.37  106.03  104.91    2.26    3.68293    4.99245    0.70688  359.86672    4.40550   -4.025    3.468    0.014    0.988    0.116    0.171    0.400    6.886    0.531  741.149     53.1   9682.1   6893.9    286.8   42.7483594  39.9502513 0 00:18:56.780
   1854 1136.800   23.47   14.95   17.58   21.43    6.74   211.41  106.04  104.92    2.20    3.68489    5.01203    0.71043  359.84874    4.28780   -3.907    3.498    0.014    0.959    0.105    0.160    0.383    6.715    0.517  741.145     53.1   9682.1   6722.1    280.4   42.7483647  39.9502513 0 00:18:56.800
   1855 1136.820   23.47   14.95   17.58   21.43    6.75   211.46  106.05  104.93    2.14    3.68665    5.03105    0.71373  359.83080    4.16714   -3.787    3.527    0.014    0.931    0.094    0.148    0.384    6.731    0.519  741.142     53.1   9682.1   6736.5    281.6   42.7483700  39.9502513 0 00:18:56.820
   1856 1136.840   23.47   14.95   17.58   21.43    6.76   211.50  106.06  104.94    2.08    3.68823    5.04951    0.71679  359.81280    4.04712   -3.667    3.557    0.014    0.903    0.084    0.136    0.386    6.747    0.520  741.138     53.1   9682.1   6750.9    282.7   42.7483753  39.9502513 0 00:18:56.840
   1857 1136.860   23.47   14.95   17.58   21.43    6.77   211.54  106.07  104.95    2.02    3.68961    5.06741    0.71959  359.79474    3.92774   -3.548    3.587    0.014    0.874    0.073    0.125    0.388    6.763    0.522  741.134     53.1   9682.1   6765.1    283.8   42.7483806  39.9502514 0 00:18:56.860
   1858 1136.880   23.47   14.95   17.58   21.43    6.77   211.58  106.08  104.96    1.96    3.69079    5.08474    0.72214  359.77662    3.80900   -3.430    3.616    0.014    0.846    0.062    0.113    0.389    6.779    0.523  741.131     53.1   9682.1   6779.3    284.9   42.7483859  39.9502514 0 00:18:56.880
   1859 1136.900   24.40   16.60   17.86   20.86    6.63   211.62  106.09  104.98    1.90    3.69177    5.10150    0.72443  359.75844    3.69091   -3.312    3.645    0.014    0.816    0.051    0.101    0.379    6.621    0.502  741.127     53.1   9682.1   6619.2    282.8   42.7483912  39.9502514 0 00:18:56.900
   1860 1136.920   24.40   16.60   17.86   20.86    6.64   211.65  106.10  104.99    1.83    3.69255    5.11766    0.72646  359.74086    3.56670   -3.189    3.674    0.014    0.787    0.040    0.089    0.374    6.637    0.510  741.124     53.2   9682.1   6633.7    280.1   42.7483964  39.9502515 0 00:18:56.920
   1861 1136.940   24.40   16.60   17.86   20.86    6.65   211.69  106.12  105.00    1.77    3.69314    5.13325    0.72823  359.72308    3.44315   -3.067    3.703    0.014    0.758    0.029    0.077    0.376    6.653    0.512  741.121     53.2   9682.1   6648.5    281.2   42.7484017  39.9502515 0 00:18:56.940
   1862 1136.960   24.40   16.60   17.86   20.86    6.66   211.72  106.13  105.01    1.71    3.69353    5.14825    0.72975  359.70524    3.32028   -2.945    3.732    0.014    0.729    0.018    0.065    0.378    6.670    0.513  741.118     53.2   9682.1   6663.3    282.3   42.7484070  39.9502515 0 00:18:56.960
